"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"
"Y45F10C.6"	14758	4844	2547	2206	11195	2446	1922	2378	3637	4455	3106	2397
"Y45F10D.1"	2	0	1	0	1	1	0	0	0	0	0	0
"Y45F10D.10a"	40	16	12	13	7	7	6	3	11	19	6	7
"Y45F10D.11a"	807	554	309	227	539	307	182	194	376	462	298	217
"Y45F10D.13a"	0	0	0	0	0	0	0	0	0	0	1	0
"Y45F10D.14"	12	14	10	8	5	10	6	6	13	17	11	11
"Y45F10D.3c"	136	48	34	25	88	40	20	27	46	42	28	25
"Y45F10D.4"	24	9	15	5	12	10	4	8	19	11	7	6
"Y45F10D.7"	547	313	178	141	243	139	116	90	219	178	145	132
"Y45F10D.9"	228	170	89	68	57	90	75	53	151	118	93	71
"Y45F3A.1"	4	3	4	1	2	2	1	1	2	2	2	2
"Y45F3A.2"	242	223	149	110	145	118	113	83	191	154	107	125
"Y45F3A.3b.2"	24	17	7	4	22	11	5	11	23	23	13	13
"Y45F3A.4"	4	0	1	2	0	0	1	0	2	2	0	1
"Y45F3A.6"	0	3	0	0	0	0	0	0	0	0	1	0
"Y45F3A.9"	14	24	12	11	10	17	12	9	23	29	17	10
"Y45G12A.1"	2	1	0	0	0	0	0	0	0	0	0	0
"Y45G12B.1c"	81	51	38	28	47	37	25	19	61	34	44	37
"Y45G12B.2c"	167	142	76	71	77	64	84	69	151	106	83	78
"Y45G12B.3a"	122	134	102	98	55	117	76	80	134	200	119	88
"Y45G12C.1"	1	1	1	1	0	0	0	1	0	0	0	0
"Y45G12C.10"	3	0	0	0	0	0	0	0	0	0	0	0
"Y45G5AL.1a"	3	0	0	0	1	3	1	0	1	0	0	0
"Y45G5AL.2"	43	41	26	33	19	49	23	34	48	65	39	31
"Y45G5AM.2"	3813	1905	1023	785	1417	947	702	610	1614	1195	994	854
"Y45G5AM.3"	14	7	7	7	12	10	6	7	10	3	7	8
"Y45G5AM.4"	0	0	0	0	1	0	0	0	0	0	0	0
"Y45G5AM.5"	1	0	0	0	0	0	0	0	0	1	1	0
"Y45G5AM.6"	0	0	0	0	0	0	1	0	2	1	0	0
"Y45G5AM.7"	93	125	66	69	82	82	51	53	109	132	77	57
"Y45G5AM.8"	824	692	347	275	360	388	236	148	421	275	254	228
"Y45G5AM.9c"	79	54	49	38	46	28	19	20	55	37	24	26
"Y46B2A.1"	9	4	3	2	6	6	2	2	3	6	4	4
"Y46B2A.2"	2	0	0	0	1	1	1	0	0	0	0	0
"Y46C8AL.1"	6	1	1	0	0	1	2	0	0	0	0	0
"Y46C8AL.11"	10	6	2	2	9	0	0	4	3	3	3	0
"Y46C8AL.12"	2	0	0	1	0	0	0	0	1	0	0	0
"Y46C8AL.2"	0	1	0	0	0	2	0	1	0	1	0	1
"Y46C8AL.3"	0	1	2	0	0	0	0	0	0	0	0	0
"Y46C8AL.4"	0	2	0	2	0	1	0	0	0	1	1	0
"Y46C8AL.5"	2	0	0	0	0	0	0	0	0	0	0	0
"Y46C8AL.6"	2	1	2	1	0	1	0	1	0	1	1	0
"Y46C8AL.8"	3	1	0	1	1	3	1	0	2	1	1	1
"Y46C8AL.9c"	0	0	0	0	0	0	0	0	1	0	0	0
"Y46D2A.1"	28	19	13	6	7	5	4	11	20	13	11	4
"Y46D2A.2"	1	1	1	0	2	0	0	1	0	3	0	2
"Y46D2A.3b"	24	13	7	9	45	3	7	7	11	12	13	8
"Y46E12A.3"	0	0	0	0	0	0	2	0	0	3	0	0
"Y46E12A.4"	5	11	2	4	1	5	2	0	4	2	0	2
"Y46E12A.5"	0	0	0	0	1	0	0	0	0	0	0	0
"Y46E12BL.1"	0	0	0	0	0	0	0	1	0	0	0	0
"Y46E12BL.10"	0	0	0	0	0	0	0	0	0	0	1	1
"Y46E12BL.2a"	8	8	2	0	2	2	2	0	8	4	4	1
"Y46E12BL.2b"	1	0	0	0	0	0	0	0	0	0	0	0
"Y46E12BL.3"	91	72	47	28	35	41	26	29	56	43	35	34
"Y46E12BL.4f"	1	1	0	1	2	0	0	2	4	2	3	0
"Y46E12BL.9"	8	2	1	3	7	0	1	0	3	2	2	4
"Y46E12BR.1"	11	4	5	4	6	5	4	1	6	10	5	2
"Y46G5A.10"	0	2	2	1	3	1	0	0	4	0	2	0
"Y46G5A.12"	296	193	95	73	173	100	68	55	146	114	76	79
"Y46G5A.13"	241	131	84	72	163	62	53	55	110	152	99	93
"Y46G5A.14"	1	0	1	1	4	0	0	0	2	1	0	0
"Y46G5A.15"	3	0	1	0	0	0	0	0	0	0	0	1
"Y46G5A.17"	704	570	378	322	330	393	348	350	614	785	498	427
"Y46G5A.18b"	601	431	234	211	421	259	179	215	420	523	294	212
"Y46G5A.19b.2"	0	0	0	0	0	2	0	0	0	0	0	0
"Y46G5A.1c"	27	17	9	21	26	11	15	11	23	63	42	21
"Y46G5A.2"	189	130	83	71	110	79	59	41	125	105	85	80
"Y46G5A.20"	0	1	1	0	0	0	0	2	1	0	0	0
"Y46G5A.21"	338	287	161	154	322	171	144	254	336	429	247	213
"Y46G5A.22b"	0	0	0	1	0	0	0	0	0	0	0	0
"Y46G5A.24"	0	0	0	0	1	0	0	0	0	0	0	0
"Y46G5A.25"	0	0	0	0	0	1	0	0	0	0	0	0
"Y46G5A.27"	0	0	0	0	1	2	0	1	1	0	0	1
"Y46G5A.28"	1	0	0	0	0	0	0	0	0	1	1	0
"Y46G5A.29"	0	0	0	0	0	1	0	0	0	0	0	0
"Y46G5A.30"	10	11	0	5	5	6	1	2	3	7	1	0
"Y46G5A.31"	368	201	138	95	221	107	58	63	142	112	99	88
"Y46G5A.34"	70	34	11	13	46	18	14	16	33	59	30	24
"Y46G5A.35"	25	18	10	8	15	13	6	9	12	17	10	9
"Y46G5A.37"	0	1	0	2	0	1	0	0	1	0	1	0
"Y46G5A.38"	0	0	0	0	0	0	0	0	0	2	0	0
"Y46G5A.39"	51	50	25	20	30	47	28	16	36	50	25	23
"Y46G5A.4"	15154	11093	6461	4810	5773	6023	4252	3742	9392	7001	5579	4917
"Y46G5A.40"	0	3	0	1	0	0	0	0	0	0	0	0
"Y46G5A.41"	1	1	3	1	1	1	0	2	2	3	1	0
"Y46G5A.42"	31	19	19	20	8	24	10	3	7	7	3	6
"Y46G5A.43"	1786	1448	911	977	1520	1085	727	998	1961	2948	1598	1220
"Y46G5A.5"	7757	3766	2061	1626	3855	1897	1553	1322	3133	2616	2014	1708
"Y46G5A.6"	7777	4798	2819	2237	4927	2904	2025	1964	4140	5186	3163	2413
"Y46G5A.7"	386	231	94	90	317	87	96	105	218	296	150	141
"Y46G5A.8"	30	17	6	11	10	11	7	1	11	8	6	7
"Y46H3A.1b"	0	0	0	0	0	1	0	0	0	0	0	0
"Y46H3A.2"	1	2	0	0	4	1	1	0	0	0	0	0
"Y46H3A.3b"	2	1	3	0	2	1	1	0	0	2	1	2
"Y46H3A.5b.2"	6	0	0	0	8	0	0	0	1	1	0	0
"Y46H3A.6c"	151	114	55	61	66	83	49	49	111	101	85	75
"Y46H3A.7a"	9	2	3	2	5	3	2	1	9	4	4	2
"Y46H3B.1a"	2	0	0	0	0	0	0	0	1	2	0	1
"Y46H3B.2"	8	6	9	9	4	5	6	6	17	12	4	7
"Y46H3C.3"	0	1	0	0	0	0	0	0	0	0	0	0
"Y46H3C.5"	139	96	61	43	52	59	33	66	109	138	78	59
"Y46H3C.6"	38938	25916	12915	12084	26967	15775	10675	10962	21077	26627	15676	11536
"Y46H3C.7"	609	500	422	310	510	396	225	267	455	602	407	297
"Y46H3D.1"	38	14	5	3	7	5	1	10	6	9	9	8
"Y47A7.1"	1111	742	460	366	387	430	275	200	538	423	367	298
"Y47A7.2"	81	65	39	36	53	49	45	41	42	148	90	56
"Y47C4A.2"	0	0	0	0	0	0	0	0	0	1	0	0
"Y47D3A.1"	141	124	102	100	91	96	68	85	155	196	111	84
"Y47D3A.11"	8	2	1	2	8	4	0	0	1	1	0	0
"Y47D3A.12"	2	1	0	1	0	0	0	2	2	2	0	0
"Y47D3A.13"	3	0	0	0	2	1	0	0	0	0	0	0
"Y47D3A.14"	19	20	7	3	8	20	13	5	10	5	7	5
"Y47D3A.15"	661	516	421	262	289	313	180	170	437	325	241	246
"Y47D3A.16"	462	440	379	285	190	347	231	188	418	424	297	201
"Y47D3A.17c"	0	2	0	1	0	4	0	0	1	1	0	0
"Y47D3A.2"	3	11	3	3	9	2	1	0	2	9	3	2
"Y47D3A.20"	7	8	6	2	9	6	5	3	10	9	3	3
"Y47D3A.21"	97	58	20	18	68	28	14	12	35	13	24	12
"Y47D3A.22"	601	438	289	257	315	358	207	229	458	479	352	234
"Y47D3A.23a"	100	107	69	50	42	75	45	30	79	62	42	45
"Y47D3A.25"	91	68	28	34	40	27	30	23	59	85	41	27
"Y47D3A.26b"	376	325	193	120	181	180	100	105	260	193	138	126
"Y47D3A.27"	290	107	45	40	146	48	34	34	81	57	43	44
"Y47D3A.28"	201	142	90	70	105	97	57	71	135	143	127	98
"Y47D3A.29a"	1	7	1	0	1	4	1	1	1	1	2	1
"Y47D3A.30a"	7	3	1	1	3	0	0	1	1	0	0	0
"Y47D3A.31"	1	1	0	0	0	0	0	0	0	0	0	1
"Y47D3A.33"	0	0	0	0	0	0	0	1	0	0	0	0
"Y47D3A.34"	0	0	1	0	3	2	2	1	0	4	1	0
"Y47D3A.35"	9	18	11	13	7	7	6	7	16	6	6	8
"Y47D3A.4"	334	215	141	93	149	110	68	78	155	118	95	76
"Y47D3A.5"	1	0	0	0	0	0	0	0	0	0	0	0
"Y47D3A.6a"	305	240	164	102	163	176	96	89	241	262	266	127
"Y47D3B.1"	3	1	3	4	0	1	4	2	1	1	4	1
"Y47D3B.10"	6	10	9	6	4	5	2	7	11	7	6	4
"Y47D3B.11"	2555	1860	982	883	1558	1244	952	1237	2185	3140	1837	1460
"Y47D3B.12"	0	0	0	0	1	0	0	0	0	0	0	0
"Y47D3B.15"	0	0	0	0	0	0	0	1	0	0	0	0
"Y47D3B.2b"	0	0	0	0	0	0	0	0	0	0	1	0
"Y47D3B.4"	2	2	0	0	0	1	0	0	0	0	0	0
"Y47D3B.5b"	15	6	0	0	5	4	1	0	7	1	4	1
"Y47D3B.6"	0	0	0	0	0	0	0	0	0	1	0	0
"Y47D3B.7"	8	6	8	4	8	4	2	3	7	14	8	4
"Y47D3B.9"	81	50	50	30	37	29	14	19	38	41	26	31
"Y47D7A.1"	12	15	8	10	6	7	5	6	22	13	9	3
"Y47D7A.13"	0	0	0	0	0	0	0	0	2	1	0	0
"Y47D7A.14b"	158	78	40	30	108	42	37	25	60	76	41	36
"Y47D7A.16"	211	161	94	85	200	101	260	349	906	1349	644	594
"Y47D7A.8"	5	8	3	1	5	8	5	2	3	10	8	3
"Y47D9A.1b"	49	40	16	15	27	21	16	10	24	25	10	12
"Y47D9A.2b"	9	5	6	4	7	6	6	5	5	13	8	2
"Y47D9A.3"	10	3	1	0	5	4	3	0	1	1	0	2
"Y47D9A.4"	2	0	0	0	0	0	0	0	1	0	0	0
"Y47D9A.5.1"	0	1	1	1	8	1	0	1	0	0	0	0
"Y47D9A.6"	11	2	1	3	9	0	1	7	4	3	4	3
"Y47G6A.10"	808	610	235	237	260	242	187	98	229	161	154	124
"Y47G6A.11"	521	710	413	269	253	400	264	281	619	576	401	325
"Y47G6A.12"	1343	1055	609	486	667	588	377	373	876	869	576	503
"Y47G6A.13"	17	8	9	3	7	9	7	4	11	9	5	4
"Y47G6A.14"	70	45	23	20	41	23	16	25	28	31	31	12
"Y47G6A.15"	1	0	0	0	0	0	0	0	0	1	1	1
"Y47G6A.17"	4	1	1	0	2	1	0	0	0	1	0	0
"Y47G6A.18"	243	152	113	71	144	73	63	51	105	81	71	67
"Y47G6A.19b"	77	20	14	6	67	9	8	7	11	15	8	8
"Y47G6A.2.1"	514	289	176	125	272	127	101	105	226	202	155	114
"Y47G6A.20b"	73	33	25	12	31	19	13	19	27	32	21	15
"Y47G6A.21"	7	8	7	10	8	7	2	4	8	13	10	6
"Y47G6A.22"	11	10	6	5	10	2	0	1	7	1	3	2
"Y47G6A.23d"	1470	1057	626	517	611	593	434	308	912	729	594	478
"Y47G6A.24b"	66	57	41	23	21	36	26	21	60	33	30	30
"Y47G6A.25"	97	57	29	25	35	40	23	17	45	25	21	37
"Y47G6A.26"	4	0	2	0	1	2	2	2	3	1	1	2
"Y47G6A.27"	213	57	39	30	168	30	20	30	47	48	35	22
"Y47G6A.28"	1173	737	410	347	491	372	324	235	670	406	407	344
"Y47G6A.3"	1	1	0	0	0	0	0	0	0	0	0	0
"Y47G6A.30"	161	71	51	33	92	38	30	34	53	73	47	28
"Y47G6A.31"	1407	1118	593	520	1048	621	448	485	917	938	540	443
"Y47G6A.32"	12	7	9	6	14	8	4	7	7	22	5	9
"Y47G6A.33"	34	13	15	8	32	11	12	7	10	26	13	9
"Y47G6A.38"	4	1	0	0	0	0	0	0	0	0	0	0
"Y47G6A.4"	109	103	69	44	49	69	43	33	87	66	53	49
"Y47G6A.5a"	0	0	0	0	0	0	0	0	1	0	0	0
"Y47G6A.6"	491	277	167	94	248	138	96	74	215	172	123	112
"Y47G6A.7b.2"	1268	1020	535	467	526	559	675	480	961	1016	766	481
"Y47G6A.8"	217	139	87	53	114	92	45	54	116	93	85	59
"Y47G6A.9"	191	141	78	56	140	68	40	39	82	96	51	44
"Y47G7B.1"	1	0	0	0	0	0	0	0	0	0	0	0
"Y47G7B.2"	462	229	257	159	242	177	122	81	160	106	104	94
"Y47H10A.1"	151	295	164	54	124	49	40	37	198	228	79	305
"Y47H10A.2"	3	5	1	2	4	2	2	1	3	3	2	1
"Y47H10A.3"	0	0	0	0	0	0	0	0	0	0	0	1
"Y47H10A.4"	0	1	0	0	0	0	0	0	0	0	0	0
"Y47H10A.5"	3875	3665	2187	1613	2073	2946	2009	1805	2676	3894	2315	1491
"Y47H10A.6"	11	16	15	14	10	22	7	16	18	35	8	20
"Y47H9B.2"	32	38	16	13	24	21	22	23	17	20	10	5
"Y47H9C.1"	24	4	4	6	6	4	10	3	2	9	10	5
"Y47H9C.10"	57	23	14	10	19	30	19	19	35	34	29	21
"Y47H9C.11"	100	71	39	31	69	41	15	32	53	53	47	32
"Y47H9C.12"	13	17	12	18	29	20	14	17	17	25	7	20
"Y47H9C.14"	10	15	5	7	4	7	6	2	6	6	0	2
"Y47H9C.15"	340	178	130	97	280	119	44	28	83	76	39	34
"Y47H9C.2"	22	13	6	6	14	12	6	7	16	15	4	7
"Y47H9C.21"	0	0	0	0	2	2	2	0	0	0	0	1
"Y47H9C.4c"	2	3	1	0	0	0	1	0	2	1	0	2
"Y47H9C.5a"	132	64	31	38	100	35	25	36	49	42	40	25
"Y47H9C.6"	277	109	58	56	260	82	26	30	56	61	42	31
"Y47H9C.7"	397	225	127	76	195	120	84	90	174	199	128	103
"Y47H9C.8"	150	120	57	39	97	60	46	37	81	74	52	31
"Y47H9C.9"	241	279	181	188	86	202	114	53	102	102	78	46
"Y48A5A.1.2"	909	696	506	356	366	469	433	309	654	626	478	377
"Y48A5A.2.2"	405	220	117	100	269	138	83	63	163	185	93	81
"Y48A5A.3a"	20	3	9	3	8	6	5	4	2	2	1	1
"Y48A6A.1"	6620	8597	5217	4435	3783	5445	3831	4126	7637	9368	5748	4422
"Y48A6B.1"	2	5	3	2	1	3	0	0	1	2	2	2
"Y48A6B.10c"	5	3	0	2	2	1	0	2	1	4	0	2
"Y48A6B.11a"	1074	743	447	367	518	419	286	343	690	571	400	380
"Y48A6B.13d"	143	129	77	58	85	70	62	43	89	117	92	48
"Y48A6B.3"	648	320	183	148	326	151	127	125	282	226	170	140
"Y48A6B.4"	0	0	0	0	3	0	0	0	1	0	0	0
"Y48A6B.5"	367	190	109	84	167	112	85	59	126	74	66	91
"Y48A6B.6b"	546	659	246	296	259	362	228	253	473	744	542	921
"Y48A6B.7"	0	0	1	1	0	0	0	0	0	0	0	0
"Y48A6B.8"	24	11	7	5	11	3	6	5	5	17	5	5
"Y48A6B.9a"	15	5	4	2	9	8	3	4	5	5	2	1
"Y48A6C.1"	1	4	2	0	1	0	0	1	2	1	1	1
"Y48A6C.10"	100	69	31	21	54	34	32	32	66	61	38	38
"Y48A6C.2"	2	6	6	1	3	1	5	1	3	2	1	2
"Y48A6C.3"	20	14	7	9	6	6	9	5	15	11	8	9
"Y48A6C.4"	68	48	23	15	28	19	16	22	37	32	24	36
"Y48A6C.5a"	0	0	0	0	0	0	0	0	0	0	1	1
"Y48A6C.6"	1	1	0	0	0	1	1	0	0	0	1	0
"Y48A6C.9"	5	0	1	0	3	0	0	0	0	2	0	1
"Y48B6A.1"	749	505	308	234	294	282	209	186	399	311	284	217
"Y48B6A.10"	61	40	22	16	31	17	61	62	81	56	37	17
"Y48B6A.11"	549	330	163	132	295	168	108	103	218	169	127	120
"Y48B6A.12.2"	290	189	119	82	156	95	64	74	139	109	82	98
"Y48B6A.13b"	187	115	65	62	95	70	56	39	105	75	53	50
"Y48B6A.14"	161	143	114	47	127	70	49	32	120	78	68	55
"Y48B6A.16"	4	2	2	3	3	2	1	0	3	3	0	0
"Y48B6A.17"	0	2	0	1	0	1	0	0	0	1	0	0
"Y48B6A.2.1"	6	2	2	0	3	0	3	0	5	2	1	3
"Y48B6A.24"	3	1	1	0	2	0	0	3	0	4	0	0
"Y48B6A.3"	3205	2459	1518	1162	2056	1451	1090	1208	2393	2923	1988	1662
"Y48B6A.4"	0	1	1	0	0	0	0	0	0	0	0	0
"Y48B6A.5"	2	0	0	0	0	0	0	0	0	0	0	0
"Y48B6A.6a.2"	1	1	0	1	1	1	0	0	1	0	0	0
"Y48B6A.7"	4	2	3	1	3	0	1	2	3	0	0	0
"Y48B6A.8"	16	14	17	1	1	4	4	2	6	5	7	1
"Y48B6A.9"	8	4	1	1	4	2	3	0	0	0	1	0
"Y48C3A.1"	1467	563	202	152	538	284	222	225	372	475	293	231
"Y48C3A.10"	254	112	77	57	128	84	46	56	90	81	87	61
"Y48C3A.11"	4540	3498	2593	2395	3095	2668	1889	2595	3760	5660	3437	2651
"Y48C3A.12"	100	57	42	25	63	42	16	25	52	44	24	30
"Y48C3A.14c"	470	201	127	96	229	133	74	70	154	114	93	81
"Y48C3A.16"	30	19	11	4	9	16	9	6	9	12	6	6
"Y48C3A.17c"	0	1	0	0	0	0	0	0	0	0	0	0
"Y48C3A.18a"	20	19	14	6	5	15	5	9	11	16	8	18
"Y48C3A.2"	2	0	0	0	0	0	1	0	1	0	0	0
"Y48C3A.20"	285	348	243	212	132	264	151	151	286	363	237	215
"Y48C3A.25"	1	1	0	1	1	0	0	0	1	1	2	1
"Y48C3A.3"	4	8	4	5	5	1	4	1	3	1	4	3
"Y48C3A.4"	5	3	2	1	3	3	7	0	1	7	2	2
"Y48C3A.7"	1103	805	457	282	532	391	243	202	591	470	370	301
"Y48C3A.8b"	526	305	137	134	370	172	122	109	222	224	145	87
"Y48D7A.1"	642	371	176	153	498	189	170	154	270	332	182	172
"Y48D7A.2.2"	5	1	0	1	0	0	3	1	3	3	0	0
"Y48E1A.1a"	2695	1584	977	717	1297	904	563	549	1383	972	821	748
"Y48E1B.1"	69	54	30	20	32	23	26	14	48	37	44	28
"Y48E1B.10"	16	12	2	5	5	2	4	4	4	10	7	3
"Y48E1B.11"	1471	1648	934	699	664	950	595	797	1486	2235	1220	798
"Y48E1B.12"	511	432	189	173	233	196	154	119	365	232	200	195
"Y48E1B.13a"	2163	950	548	389	1416	589	407	448	779	1132	586	394
"Y48E1B.14a"	257	160	85	69	112	91	49	45	101	106	96	66
"Y48E1B.16"	17	10	5	7	13	7	4	6	8	9	6	6
"Y48E1B.2c"	101	72	33	30	58	44	38	31	47	55	34	27
"Y48E1B.3d"	57	38	34	11	24	30	17	16	37	24	23	20
"Y48E1B.5"	282	160	82	69	176	91	98	62	137	87	65	68
"Y48E1B.7.2"	258	298	211	151	115	217	140	128	343	286	198	151
"Y48E1B.8"	1	0	1	1	0	0	0	0	0	0	1	0
"Y48E1B.9b"	0	0	0	0	0	0	0	0	1	0	0	0
"Y48E1C.2"	248	151	84	59	190	63	41	37	89	86	59	60
"Y48E1C.3"	19	16	12	7	11	10	8	5	19	14	10	6
"Y48E1C.4b"	140	100	57	41	109	52	43	32	83	101	51	42
"Y48G10A.1.2"	5	1	1	0	0	0	0	1	0	1	2	1
"Y48G10A.2a"	107	86	53	43	58	54	24	45	65	57	42	41
"Y48G10A.3"	27	28	12	12	16	6	9	7	10	22	8	8
"Y48G10A.4a"	198	73	41	43	92	28	33	33	62	38	33	32
"Y48G10A.7"	408	180	103	75	450	191	81	83	164	198	123	84
"Y48G10A.9"	13	3	4	3	10	3	7	7	10	8	5	5
"Y48G1A.1"	86	57	44	27	52	29	24	25	36	52	37	22
"Y48G1A.2"	536	315	201	189	232	261	161	130	291	355	200	200
"Y48G1A.3"	135	92	77	41	57	51	35	31	94	73	60	48
"Y48G1A.4"	690	437	242	178	278	228	168	181	367	315	283	202
"Y48G1A.5a"	696	474	244	234	328	298	248	216	423	413	274	221
"Y48G1A.7"	9	9	2	4	9	5	2	4	2	5	1	3
"Y48G1BL.1"	104	89	43	54	50	55	44	43	65	72	36	35
"Y48G1BL.2a"	999	778	440	373	441	394	298	210	546	483	359	293
"Y48G1BL.3"	220	173	122	96	51	125	77	100	196	261	181	161
"Y48G1BL.4"	28	11	12	3	11	8	7	4	15	8	5	6
"Y48G1BL.5"	2146	1462	915	874	1357	917	703	774	1176	1876	1088	754
"Y48G1BL.7"	1	0	0	0	0	1	0	0	2	0	3	1
"Y48G1BL.8"	8	1	3	2	5	0	2	1	2	0	0	0
"Y48G1BM.1"	41	32	20	16	21	21	12	13	32	24	20	18
"Y48G1BM.2"	43	17	20	15	18	17	11	5	10	7	10	4
"Y48G1BM.4"	2514	2087	1454	1072	780	1310	820	574	934	888	570	405
"Y48G1BM.6"	1651	1507	1157	977	772	1354	765	657	1481	1937	1255	906
"Y48G1BM.7"	1428	807	698	518	623	637	402	266	528	610	449	317
"Y48G1BM.8"	6611	4675	3116	2653	5097	2736	2087	2350	4491	5760	3351	2612
"Y48G1BR.1"	0	2	0	2	2	0	0	1	0	3	1	1
"Y48G1C.1"	4623	3344	1779	1373	1641	1808	1467	1076	2653	2009	1661	1506
"Y48G1C.10a"	99	54	40	22	54	29	21	24	34	32	32	30
"Y48G1C.12"	163	96	70	44	76	42	42	35	88	72	53	41
"Y48G1C.2b.1"	0	0	1	0	1	0	0	0	0	1	0	0
"Y48G1C.4a"	27	38	21	16	23	17	11	5	24	23	19	15
"Y48G1C.5"	1122	1423	807	745	925	810	365	618	929	1457	1247	1168
"Y48G1C.6"	8639	5735	2720	2153	2979	2787	2097	2201	5151	5781	4373	3187
"Y48G1C.8b"	766	495	278	202	400	264	204	186	412	352	300	256
"Y48G1C.9.1"	43	27	13	5	25	6	12	7	23	15	13	17
"Y48G8AL.10c"	1	0	1	0	0	0	1	0	0	1	0	0
"Y48G8AL.11a"	35	16	10	7	30	2	9	0	6	2	5	3
"Y48G8AL.12"	4	1	2	1	0	1	1	2	1	3	0	0
"Y48G8AL.13b.4"	0	0	0	0	0	0	0	1	1	0	0	0
"Y48G8AL.14"	17	20	10	6	11	11	3	13	14	5	7	7
"Y48G8AL.15"	22	14	6	10	14	7	4	4	10	15	7	7
"Y48G8AL.1c"	42	26	34	15	19	16	26	10	37	20	17	22
"Y48G8AL.5a"	72	54	37	28	43	37	18	22	37	45	17	20
"Y48G8AL.6"	1007	524	276	253	504	277	233	217	880	636	304	192
"Y48G8AL.7"	410	224	119	121	215	137	105	113	212	240	171	129
"Y48G8AL.8a"	205	92	43	44	108	40	25	33	55	67	35	40
"Y48G8AR.1c"	16	6	3	3	3	5	4	1	5	3	4	2
"Y48G8AR.2"	144	93	45	54	85	66	58	81	129	154	70	53
"Y48G8AR.3"	0	0	0	0	0	0	0	1	0	0	0	0
"Y48G9A.10"	6	2	0	0	3	2	0	0	2	1	0	1
"Y48G9A.11"	66	44	32	23	34	33	16	17	36	22	21	18
"Y48G9A.12"	1	0	0	0	0	0	0	0	1	0	0	0
"Y48G9A.13"	4	0	0	2	0	0	0	0	5	4	1	0
"Y48G9A.15"	0	0	1	0	0	0	0	0	0	0	0	0
"Y48G9A.16"	0	2	0	1	0	0	0	0	1	0	1	0
"Y48G9A.3"	1994	783	497	343	973	439	305	266	678	516	408	369
"Y48G9A.4"	1728	1128	573	473	644	531	431	321	845	680	578	508
"Y48G9A.6"	3277	2509	1783	1381	1707	1782	1153	978	2036	2115	1542	1224
"Y48G9A.7"	28	23	11	12	27	8	8	3	7	20	6	5
"Y48G9A.8"	215	114	81	73	70	70	55	37	101	78	68	42
"Y48G9A.9b"	14	11	5	3	7	3	4	1	5	6	2	6
"Y49A10A.1"	0	0	0	0	0	0	0	0	1	0	0	0
"Y49A10A.2"	6	8	4	2	11	5	1	4	2	9	6	5
"Y49A3A.1"	69	47	25	12	31	24	13	20	30	24	16	23
"Y49A3A.2.3"	28	23	13	17	25	14	8	10	20	19	8	13
"Y49A3A.3"	101	108	65	50	73	54	36	40	87	92	67	49
"Y49A3A.4"	12	3	5	4	6	6	3	2	12	8	2	1
"Y49A3A.5"	155	90	37	36	67	29	26	12	54	49	29	45
"Y49C4A.1"	0	0	0	0	0	1	0	0	0	0	0	0
"Y49C4A.3"	0	1	0	0	0	0	0	0	0	0	0	0
"Y49C4A.5"	2	2	1	0	3	1	0	0	0	0	0	0
"Y49C4A.7"	0	1	0	0	0	0	0	0	0	0	0	0
"Y49C4A.8a.2"	2	0	0	0	2	1	1	1	2	3	0	1
"Y49C4A.9"	140	98	63	35	74	58	36	65	105	120	70	55
"Y49E10.1"	171	116	66	55	90	62	40	44	78	63	51	41
"Y49E10.10.1"	0	3	2	2	4	3	2	1	0	2	0	0
"Y49E10.11c.1"	1	0	0	0	0	0	0	0	1	0	0	0
"Y49E10.15"	79	49	21	24	30	25	17	16	36	26	23	15
"Y49E10.16a"	2	10	5	3	6	5	3	1	1	2	4	2
"Y49E10.17a"	623	555	322	328	509	311	251	311	585	839	517	363
"Y49E10.17c"	22	12	4	7	21	2	4	4	9	10	12	10
"Y49E10.18"	18	14	10	10	10	5	9	4	9	12	8	5
"Y49E10.19"	1261	973	579	405	486	503	373	289	714	461	429	411
"Y49E10.2"	44	19	9	8	32	12	4	11	16	15	9	12
"Y49E10.20"	776	573	342	301	478	393	247	186	513	574	370	271
"Y49E10.21a"	67	91	51	25	40	30	33	22	69	49	49	36
"Y49E10.22"	78	73	56	47	33	68	42	42	66	90	62	40
"Y49E10.23b"	18	7	2	4	19	13	5	9	10	14	8	7
"Y49E10.24a"	17	23	24	27	2	24	17	25	40	53	41	21
"Y49E10.25"	12	5	5	4	2	2	4	2	7	6	10	6
"Y49E10.26"	523	193	100	68	345	98	51	59	167	200	131	99
"Y49E10.27"	0	0	0	1	0	0	0	0	0	0	0	0
"Y49E10.29"	57	22	7	13	31	15	5	9	12	23	7	8
"Y49E10.30"	212	111	74	56	201	60	38	50	87	108	86	61
"Y49E10.3a"	294	111	59	46	141	49	37	31	70	43	49	53
"Y49E10.4"	63	45	33	20	33	31	21	29	38	37	29	22
"Y49E10.5"	13	9	3	3	3	4	3	1	2	0	0	0
"Y49E10.6b"	243	164	101	94	137	103	62	63	160	110	77	73
"Y49E10.7"	28	13	16	16	15	27	14	7	50	52	63	36
"Y49E10.9"	6	1	0	1	4	4	0	0	0	0	1	0
"Y49F6A.1"	6	1	3	2	5	8	3	2	5	8	10	3
"Y49F6A.10"	295	65	52	38	52	78	33	7	55	27	21	13
"Y49F6A.4"	27	20	8	12	29	4	8	9	17	37	14	16
